"","cycle","state","state_abb","party","vote_share","total_votes","election_day","incumbant_party","winning_party","state_winner","run_date"
"208",1980,"Kansas","KS","dem",0.33287575462214,326150,"1980-11-04","dem","rep","rep",2021-01-11
"209",1980,"Kansas","KS","rep",0.578500604718334,566812,"1980-11-04","dem","rep","rep",2021-01-11
"210",1980,"Kansas","KS","other",0.0886236406595257,86833,"1980-11-04","dem","rep","rep",2021-01-11
"211",1980,"Kentucky","KY","dem",0.476539158260827,617417,"1980-11-04","dem","rep","rep",2021-01-11
"212",1980,"Kentucky","KY","rep",0.490321674370787,635274,"1980-11-04","dem","rep","rep",2021-01-11
"213",1980,"Kentucky","KY","other",0.0331391673683861,42936,"1980-11-04","dem","rep","rep",2021-01-11
"214",1980,"Louisiana","LA","dem",0.457482317797275,708453,"1980-11-04","dem","rep","rep",2021-01-11
"215",1980,"Louisiana","LA","rep",0.5119834740096,792853,"1980-11-04","dem","rep","rep",2021-01-11
"216",1980,"Louisiana","LA","other",0.0305342081931252,47284.9999999999,"1980-11-04","dem","rep","rep",2021-01-11
"217",1980,"Maine","ME","dem",0.422503541990513,220974,"1980-11-04","dem","rep","rep",2021-01-11
"218",1980,"Maine","ME","rep",0.456055417572479,238522,"1980-11-04","dem","rep","rep",2021-01-11
"219",1980,"Maine","ME","other",0.121280431960322,63431,"1980-11-04","dem","rep","rep",2021-01-11
"220",1980,"Maine CD-1","ME-1","dem",0.434901418450206,117613,"1980-11-04","dem","rep","rep",2021-01-11
"221",1980,"Maine CD-1","ME-1","rep",0.466927480069222,126274,"1980-11-04","dem","rep","rep",2021-01-11
"222",1980,"Maine CD-1","ME-1","other",0.0981711014805721,26549,"1980-11-04","dem","rep","rep",2021-01-11
"223",1980,"Maine CD-2","ME-2","dem",0.426832894226084,103361,"1980-11-04","dem","rep","rep",2021-01-11
"224",1980,"Maine CD-2","ME-2","rep",0.463532074100381,112248,"1980-11-04","dem","rep","rep",2021-01-11
"225",1980,"Maine CD-2","ME-2","other",0.109635031673535,26548.9999999999,"1980-11-04","dem","rep","rep",2021-01-11
"226",1980,"Maryland","MD","dem",0.471381295374996,726161,"1980-11-04","dem","rep","dem",2021-01-11
"227",1980,"Maryland","MD","rep",0.441809650917627,680606.000000001,"1980-11-04","dem","rep","dem",2021-01-11
"228",1980,"Maryland","MD","other",0.0868090537073774,133729,"1980-11-04","dem","rep","dem",2021-01-11
"229",1980,"Massachusetts","MA","dem",0.417497791283195,1053802,"1980-11-04","dem","rep","rep",2021-01-11
